,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp
24905,-35,-63,10,-73,-30,-29
24906,-15,-5,-20,-4,6,12
24907,-20,-38,-150,12,-40,-10
24908,-20,-60,-47,-55,-77,-10
24909,20,-50,11,45,131,-62
24910,9,-10,-65,-10,-15,26
24911,10,22,3,-15,5,-5
24912,-10,10,15,-65,-10,-60
24913,45,15,25,70,-50,35
24914,5,80,50,60,40,25
24915,-38,-65,-99,-35,-19,-15
24916,-13,-15,25,20,25,10
24917,-22,-38,-25,64,18,21
24918,-50,-50,50,-50,50,-50
24919,3,-24,-6,-8,-18,2
24920,6,15,-50,15,21,35
24921,-50,12,65,13,65,20
24922,-24,-14,-36,-44,-71,-10
24923,-10,-25,-57,-75,-77,-56
24924,-25,-14,-14,-50,-25,-54
24925,5,1,-45,-29,-15,3
24926,25,40,20,25,-10,20
24927,-25,-60,-25,-40,-5,-20
24928,-13,41,22,-54,-15,-15
24929,45,5,31,-11,31,-46
24930,-45,45,-30,-15,-30,-20
24931,35,10,20,45,35,30
24932,-30,-5,-10,-90,-5,20
24933,-20,43,-7,-18,-58,-10
24934,25,5,35,15,35,20
24935,30,-60,10,30,10,65
24936,-38,-80,-70,-105,-50,-42
24937,42,110,5,-20,-5,28
24938,-20,-5,25,20,40,20
24939,15,-20,55,-52,-5,-60
24940,-35,-5,15,25,-45,15
24941,16,54,50,-15,5,5
24942,10,10,-30,-25,-130,-5
24943,-6,22,3,-45,0,45
24944,5,-30,15,-10,40,-5
24945,-15,55,65,-55,-65,-15
24946,15,0,-66,-5,9,5
24947,32,-45,5,85,5,-20
24948,26,15,-5,42,-8,41
24949,17,7,-9,51,14,23
24950,-13,-15,-25,-85,-75,-5
24951,95,30,-15,6,47,-28
24952,0,-90,-10,-85,-5,-25
24953,-30,-45,-16,-20,-16,-40
24954,-27,-39,-106,-39,-49,-80
24955,-15,10,-15,47,-20,55
24956,-16,26,-27,-31,-27,-7
24957,36,27,-18,40,49,66
24958,35,0,-35,5,25,50
24959,10,-120,-50,0,-65,-60
24960,-51,-26,15,-16,-79,-38
24961,27,15,-5,0,0,5
24962,75,35,34,30,35,21
24963,20,-5,15,45,45,40
24964,-71,-70,-46,-70,-100,-35
24965,-5,0,-28,10,-28,51
24966,7,45,19,10,-11,-10
24967,-25,15,0,-45,-20,20
24968,25,59,55,-10,15,31
24969,-5,23,8,-20,-58,-20
24970,-9,54,57,-1,37,-3
24971,-25,13,45,5,-5,-4
24972,-18,32,3,-1,9,1
24973,-2,24,-22,20,20,40
24974,-9,-9,-12,37,-11,-21
24975,-77,-4,20,5,40,45
24976,25,35,-19,25,31,60
24977,-20,-5,-15,-30,-20,19
24978,50,31,5,115,35,59
24979,10,25,6,85,16,68
24980,-15,-40,-31,-5,-1,35
24981,-20,-40,31,-45,1,-25
24982,-38,-100,-75,-60,-55,-32
24983,-65,45,60,15,-5,60
24984,-21,1,10,-23,-11,-42
24985,10,0,-14,40,-4,10
24986,-5,85,12,35,45,30
24987,2,8,50,8,-55,-8
24988,-5,3,-15,-2,25,-25
24989,-56,-86,-20,-149,-70,-99
24990,-73,-45,-81,-36,-55,-35
24991,-76,-84,-45,-74,-48,-34
24992,25,15,25,30,25,40
24993,-7,48,1,109,38,22
24994,-2,1,-76,-34,-36,42
24995,10,10,-15,50,45,25
24996,11,-29,-17,-29,-17,-17
24997,5,4,-48,36,0,69
24998,-56,-71,-25,-44,-20,-14
24999,35,49,30,30,15,1
25000,-10,-20,10,15,30,-20
25001,23,35,-7,22,-8,-45
25002,37,50,50,25,50,-12
25003,-8,-75,85,-15,35,-20
25004,17,29,9,-4,11,-76
25005,-32,0,-42,-20,-45,-42
25006,180,-70,-45,50,100,20
25007,-9,-40,-33,-1,-1,30
25008,0,105,35,-40,25,-5
25009,5,-45,-62,-18,-15,-64
25010,10,-35,30,40,130,0
25011,-5,-30,0,-45,5,20
25012,-60,-60,-60,-30,-60,-80
25013,50,55,-20,75,43,72
25014,115,0,5,-25,-20,15
25015,-34,-21,-24,-67,-53,-17
25016,-9,-4,-81,31,-71,35
25017,41,70,66,110,66,57
25018,-10,-65,-60,-55,-40,-150
25019,-30,43,45,-55,60,-19
25020,2,14,26,-18,-7,-11
25021,15,53,-70,20,-70,32
25022,25,-8,67,-53,2,-46
25023,15,25,-25,-40,-80,-50
25024,10,64,20,58,-6,16
25025,-5,-65,-9,-40,16,40
25026,0,40,15,5,5,15
25027,20,30,70,20,70,3
25028,15,5,-52,52,75,11
25029,20,76,40,-13,27,39
25030,40,3,30,-2,30,-43
25031,-21,-23,7,-80,-39,-24
25032,-30,-47,-8,8,3,-1
25033,-29,-39,-20,-5,-30,70
25034,-42,59,62,-28,-48,39
25035,26,20,28,60,48,44
25036,-25,-6,25,-16,-35,-58
25037,-180,85,65,25,-45,20
25038,0,0,45,120,45,75
25039,20,35,160,15,25,-45
25040,35,65,-170,65,-170,98
25041,-5,-10,-5,-30,-10,-19
25042,45,60,80,-10,10,5
25043,5,15,110,55,10,-15
25044,-46,-55,-33,15,38,2
25045,-35,-8,-90,-40,-100,13
25046,-25,-55,40,-10,40,-50
25047,40,40,85,45,5,15
25048,-73,-40,-2,-37,-21,-38
25049,20,95,45,30,55,50
25050,32,10,36,35,25,32
25051,-90,-10,-50,55,-15,-40
25052,-56,-55,-40,-60,-30,-54
25053,-40,5,-45,0,-65,-30
25054,-6,-14,-10,-15,-8,-17
25055,45,-65,-55,-100,-60,-125
25056,-15,-40,-25,55,85,35
25057,-10,-95,-15,-75,-25,-30
25058,19,85,15,18,13,20
25059,35,100,-25,55,-25,75
25060,23,-20,113,27,9,-92
25061,-20,8,80,-2,70,-15
25062,25,-45,-80,-45,-55,60
25063,44,48,27,36,21,53
25064,40,42,-75,42,-65,10
25065,35,80,10,70,-5,30
25066,55,30,35,105,75,70
25067,0,90,-5,90,10,-20
25068,-30,45,5,20,20,85
25069,0,-5,100,10,95,15
25070,1,32,7,-20,-30,-30
25071,39,-25,-45,0,10,-40
25072,-18,6,-8,-49,35,-60
25073,50,15,-10,65,105,70
25074,20,50,30,50,45,30
25075,21,77,35,20,15,12
25076,-2,-45,-115,65,55,30
25077,-20,7,-5,-38,-50,-7
25078,-30,-65,-30,-55,30,-30
25079,-100,20,10,-60,-70,-10
25080,0,-75,-85,-40,-110,-10
25081,-20,-30,-40,-45,-40,-35
25082,-10,25,-5,45,15,50
25083,0,-40,-55,-40,-35,-15
25084,-50,35,10,-50,-25,30
25085,40,-35,40,30,35,-18
25086,17,-30,-28,-13,-73,-22
25087,-5,10,-20,10,-35,30
25088,16,-6,55,71,15,9
25089,-1,-26,-8,-12,8,-6
25090,-8,32,68,4,4,-39
25091,-78,-100,-70,-75,-35,-75
25092,33,47,57,59,72,43
25093,15,9,-95,25,-15,6
25094,20,20,30,25,80,-20
25095,-9,-45,45,5,10,-51
25096,5,40,10,5,35,-20
25097,1,-26,-10,51,5,14
25098,-13,-26,37,-6,37,-45
25099,-20,87,62,87,57,57
25100,-40,-75,-90,-40,30,10
25101,11,33,-3,25,-10,-30
25102,-5,22,-11,17,7,19
25103,31,52,48,3,30,38
25104,-26,-31,4,-61,-11,-24
25105,-46,-45,-74,-45,-17,-45
25106,-10,-10,-5,-45,-40,-80
25107,40,40,25,5,40,50
25108,23,31,17,5,-10,0
25109,15,-15,90,80,10,-75
25110,60,25,-15,25,-20,-55
25111,-8,-25,-5,-15,25,9
25112,16,30,73,-26,51,-60
25113,10,5,77,74,76,16
25114,29,65,30,95,50,61
25115,42,20,-21,39,5,-5
25116,2,49,29,86,51,-16
25117,-18,-9,-28,-50,-35,5
25118,-24,43,-6,55,-11,28
25119,-50,-23,-20,-8,-15,20
25120,-15,-35,15,-5,25,15
25121,6,-35,-70,62,-23,61
25122,15,30,-10,0,-30,-5
25123,-20,-75,-39,-5,-55,9
25124,30,25,73,-25,0,-18
25125,36,25,37,30,99,23
25126,5,25,-20,-30,-15,-10
25127,-40,25,-25,35,-25,40
25128,5,10,45,-15,-25,-5
25129,-38,-10,2,-67,-94,-45
25130,-46,-130,-25,-94,-25,-50
25131,-43,-33,8,-11,14,-4
25132,-20,-59,-31,14,-19,0
25133,-15,10,15,-21,-57,-42
25134,-15,15,5,50,25,-5
25135,-10,-8,-25,-8,-15,-40
25136,-7,-61,-2,-15,5,-25
25137,-20,-19,-35,10,0,-13
25138,-10,-50,-25,4,-16,-65
25139,-2,-17,-37,-19,-36,0
25140,-30,-83,-7,-55,-10,-45
25141,-31,-34,-62,-14,-42,-7
25142,-11,-45,-35,-40,5,-4
25143,-2,20,-68,10,-65,-10
25144,-25,15,1,35,-45,54
25145,-1,-1,51,29,61,-49
25146,10,-30,25,-10,5,10
25147,30,35,50,90,60,30
25148,40,79,196,20,50,10
25149,86,82,48,17,13,19
25150,16,-3,10,-3,26,-37
25151,10,-27,15,55,45,5
25152,-10,14,45,-31,10,-54
25153,11,2,19,37,34,-24
25154,-24,8,-15,-15,-25,25
25155,-30,-40,-55,-25,-35,5
25156,22,36,12,-30,-5,-35
25157,-5,-5,35,-15,-15,-15
25158,85,5,-10,-40,35,-15
25159,-5,20,-10,-85,-10,-10
25160,-55,30,-50,-20,-20,35
25161,-2,-4,0,-21,0,0
25162,10,-10,-5,-10,20,10
25163,80,-25,-42,-18,-30,11
25164,-10,20,-48,5,-30,48
25165,-10,-45,49,40,-26,-55
25166,-2,-27,-2,-35,-9,-40
25167,-40,-103,-55,-7,3,-68
25168,-5,25,-20,-35,-20,15
25169,-30,-15,-10,-80,-40,25
25170,2,-95,20,65,-25,-50
25171,50,42,28,60,45,20
25172,5,15,0,-30,-40,-35
25173,0,0,-14,20,-8,-24
25174,32,49,84,34,24,6
25175,25,17,28,47,28,32
25176,16,6,34,57,85,42
25177,100,47,72,47,72,26
25178,-15,-60,-85,-15,5,25
25179,21,63,-15,13,0,94
25180,30,0,25,45,60,65
25181,5,55,36,-5,72,14
25182,10,20,72,75,67,31
25183,-21,-69,-52,16,-22,3
25184,88,33,17,51,35,42
25185,-20,-20,-50,45,15,-10
25186,10,35,20,-70,-20,-65
25187,41,72,28,27,24,3
25188,6,63,-11,25,-16,4
25189,5,-25,10,-10,-40,-50
25190,40,0,-30,100,38,62
25191,-51,-2,-50,-94,-50,-48
25192,59,36,35,10,10,0
25193,40,75,-65,-65,-5,33
25194,-10,-75,-60,-20,-30,5
25195,88,47,45,64,48,6
25196,49,18,21,32,25,-14
25197,10,-10,-10,-55,-10,-45
25198,10,72,52,-11,34,13
25199,-70,-55,-55,-110,-70,-10
25200,40,45,-41,30,-41,35
25201,45,-25,-20,-15,-15,-40
25202,-5,0,-5,20,30,-15
25203,-33,-60,20,-25,0,-60
25204,35,0,45,70,65,30
25205,-20,-15,37,25,37,-24
25206,42,-59,-62,28,48,-39
25207,4,14,8,84,3,2
25208,23,34,-3,-4,-16,0
25209,20,-2,65,-20,-15,-13
25210,16,-10,19,45,17,43
25211,-10,-20,80,-20,80,-10
25212,-10,30,-20,-35,-15,-45
25213,15,-52,-62,-2,8,5
25214,45,4,26,40,-25,-20
25215,-35,-130,-40,-130,-40,-55
25216,-25,-15,-65,-70,-10,-30
25217,-30,50,-20,-30,-15,-5
25218,-31,-75,60,-119,10,-45
25219,31,-28,-8,67,70,58
25220,-20,-120,-10,-95,-45,15
25221,-25,0,-30,-110,-55,40
25222,-12,-18,-27,7,-8,6
25223,-2,-21,3,-3,6,-35
25224,26,31,-5,31,-2,-1
25225,10,23,-15,-20,-45,-15
25226,22,-10,19,-17,7,8
25227,5,-50,-80,20,55,20
25228,10,90,180,0,10,0
25229,-25,-115,-95,-3,-47,-40
25230,49,-14,-11,11,14,-18
25231,9,-14,-25,-10,-30,-10
25232,-15,28,35,-30,-20,-18
25233,40,10,20,20,20,15
25234,-9,-18,-4,34,17,37
25235,-40,-20,-7,-40,-27,0
25236,55,45,61,65,61,58
25237,60,60,50,70,70,70
25238,16,6,16,46,-14,25
25239,-34,-75,-25,60,15,49
25240,32,15,55,15,10,0
25241,-25,-2,-43,-18,-25,87
25242,48,25,-74,5,-29,70
25243,-15,-108,-73,-45,-43,7
25244,65,24,36,30,20,25
25245,-42,-11,-57,-10,-50,-5
25246,14,-10,-33,40,38,22
25247,-55,-85,10,5,15,-70
25248,-2,15,-115,5,55,30
25249,-15,-65,-170,50,10,75
25250,30,90,-5,80,20,-5
25251,5,-12,14,13,14,19
25252,-15,-40,-30,40,25,45
25253,-30,132,72,42,42,82
25254,-5,-15,-47,5,3,47
25255,27,13,30,17,17,38
25256,5,35,67,-5,37,-27
25257,-15,-15,-85,-45,-45,5
25258,-10,14,40,33,14,-48
25259,40,37,-3,68,83,50
25260,13,27,38,-51,-37,-76
25261,-23,-72,5,-25,-55,-38
25262,59,8,53,41,56,-19
25263,30,30,20,30,35,35
25264,-15,-116,-54,-34,-56,-115
25265,18,34,-22,24,15,35
25266,25,3,-32,63,-47,31
25267,-3,-15,-18,-20,-30,47
25268,-35,-35,-36,-10,-26,0
25269,-5,10,0,-5,-65,50
25270,-35,-15,25,45,-10,-25
25271,-5,8,-7,10,10,59
25272,5,20,15,45,25,25
25273,-35,10,-20,-25,-65,-5
25274,-35,-93,-46,10,-50,-21
25275,-8,19,10,-56,10,0
25276,3,5,20,75,20,57
25277,-28,14,36,-21,6,3
25278,-10,-55,-55,-10,-20,-25
25279,5,-95,5,-65,5,-120
25280,16,10,28,-30,-33,8
25281,-5,-60,-50,20,20,5
25282,2,-10,54,10,64,-5
25283,-16,-40,-70,-2,-37,-35
25284,5,5,20,-35,-25,-25
25285,-35,-30,-85,35,-35,-30
25286,-26,-26,-39,-26,-34,-47
25287,10,21,-4,5,-15,15
25288,46,37,35,45,61,42
25289,-35,-85,-15,-85,0,-60
25290,-10,-30,80,-30,65,-80
25291,-35,-85,-110,-35,-60,-65
25292,-75,-30,-10,20,-10,25
25293,-10,47,0,-10,-55,18
25294,-75,0,-54,-40,-54,25
25295,-15,-9,-35,-15,-15,39
25296,-9,15,55,-25,5,-41
25297,-20,10,35,-45,90,35
25298,0,-30,16,15,51,-37
25299,-12,-11,-12,-25,-14,-8
25300,-56,-20,30,-20,6,-20
25301,17,-5,5,-30,-60,-10
25302,-6,18,32,62,15,-3
25303,10,10,20,50,40,-5
25304,23,39,28,64,20,20
25305,-15,-25,15,-15,15,-75
25306,-23,-27,-67,-2,-23,30
25307,60,35,45,25,15,-25
25308,19,70,115,-5,-51,-35
25309,-33,-29,-39,-74,-46,-58
25310,30,20,25,40,30,35
25311,15,36,-20,36,-20,9
25312,-5,-1,-30,9,15,10
25313,10,40,25,0,25,-10
25314,0,35,-55,45,-10,0
25315,0,0,-80,30,-70,80
25316,-22,15,-15,-35,35,-15
25317,-50,-117,-100,-38,-70,-6
25318,47,95,-100,-5,-110,-32
25319,115,45,4,55,-1,30
25320,31,-50,8,-3,0,-59
25321,40,30,-50,20,-50,75
25322,2,85,-10,-95,-30,28
25323,17,3,8,22,22,3
25324,-35,-40,7,26,24,8
25325,-15,-15,15,-20,-35,-20
25326,41,55,-25,54,50,70
25327,29,-42,-42,-15,-35,-50
25328,21,58,27,0,10,35
25329,3,1,-11,-14,-6,25
25330,5,-5,10,-23,-17,-45
25331,56,42,56,42,56,39
25332,13,22,-5,21,-5,34
25333,10,-25,5,0,-5,-10
25334,65,70,-10,-5,35,25
25335,10,-32,-55,-28,-20,-20
25336,32,15,-4,50,40,57
25337,1,70,15,-33,-25,-18
25338,5,25,50,80,70,45
25339,20,5,34,25,24,7
25340,20,68,62,5,10,5
25341,-20,20,50,-60,-15,15
25342,16,-37,16,45,25,5
25343,-10,-70,-66,-90,-76,-20
25344,-20,-60,-10,-90,-60,-20
25345,-20,0,-70,0,-70,8
25346,-41,-13,-8,-22,-7,16
25347,50,18,13,-9,-14,-25
25348,-14,-23,-84,-23,-16,28
25349,5,-45,-27,-5,50,12
25350,3,30,48,50,22,-16
25351,-20,-5,-11,-70,-41,-33
25352,25,-65,-42,-60,-65,-78
25353,-10,-25,5,0,40,25
25354,-30,-10,15,-75,-35,-100
25355,28,-9,25,26,50,35
25356,23,45,-15,-10,-12,-6
25357,-16,-12,-61,-24,9,-23
25358,-5,0,-15,-30,-55,-35
25359,5,39,38,52,48,-7
25360,0,50,10,-5,10,-30
25361,45,5,-25,105,95,55
25362,-24,-38,-5,-18,-5,-36
25363,15,-48,18,20,20,10
25364,-30,-62,-38,-45,-45,-15
25365,-10,5,37,0,17,-18
25366,-33,-76,-12,-10,-14,-9
25367,-45,-15,75,5,95,55
25368,50,28,3,-4,-9,-80
25369,41,46,-1,1,-61,20
25370,-190,85,65,25,15,-10
25371,9,15,37,48,33,-2
25372,0,-53,-25,-44,21,-57
25373,50,45,55,25,35,-10
25374,-115,-15,15,-15,15,43
25375,0,-30,-80,-60,-40,-10
25376,1,-13,15,-15,-5,47
25377,-45,-45,-78,40,-3,51
25378,-55,-88,-25,13,-25,-50
25379,-5,35,-45,-10,-65,-10
25380,40,10,-5,80,55,40
25381,4,48,-10,-7,-10,51
25382,-19,-24,-42,-4,-52,71
25383,30,5,35,0,20,70
25384,-16,-24,-13,-63,-13,-66
25385,45,-40,-5,20,25,-20
25386,15,-15,7,45,25,18
25387,30,102,75,96,49,-20
25388,53,-20,-9,50,41,40
25389,-32,-75,-83,-4,-34,-3
25390,-4,-21,57,29,157,2
25391,37,55,27,-10,35,47
25392,15,-18,-52,-32,-32,-1
25393,-140,37,42,7,-18,-3
25394,-14,-50,-25,-50,-35,-16
25395,-5,-5,6,0,6,-15
25396,-30,43,45,-55,60,-19
25397,35,0,13,0,1,62
25398,0,-35,-2,0,33,4
25399,0,32,-105,-5,-105,14
25400,53,15,66,31,40,35
25401,0,-27,-52,15,40,13
25402,-20,-5,-25,-74,-45,-47
25403,15,32,23,-30,-30,-12
25404,-11,-32,6,-52,6,14
25405,45,5,-15,55,55,65
25406,15,10,0,-65,-10,10
25407,-38,-83,-18,-31,-39,-100
25408,15,94,43,70,23,12
25409,-49,-3,2,-37,-52,4
25410,-38,-35,-61,9,-20,-5
25411,-29,-85,-75,-40,5,-11
25412,25,17,26,57,72,41
25413,45,-2,-32,-14,31,7
25414,-25,-13,-27,-63,-77,8
25415,-17,-58,-12,-3,-12,-27
25416,-5,-15,-25,-5,-5,-45
25417,-40,-25,5,-45,-25,-45
25418,-40,-60,-20,-5,-10,80
25419,-26,-23,-55,-11,-18,3
25420,-15,-29,-45,26,-55,-16
25421,-10,-77,-42,-49,-24,17
25422,-56,15,20,-37,25,46
25423,50,40,35,145,65,60
25424,25,0,-113,40,50,13
25425,67,70,-55,75,-5,65
25426,0,0,25,-20,25,-30
25427,-10,0,10,65,25,40
25428,15,0,-15,5,-15,-35
25429,32,-45,25,10,25,-25
25430,1,23,-23,13,-13,0
25431,-22,-38,1,-15,-11,-24
25432,-15,0,-55,-27,-93,-4
25433,67,25,25,35,45,-11
25434,-76,-66,12,-26,9,-13
25435,-5,-20,65,120,45,-5
25436,16,-25,-15,-3,-7,-24
25437,28,65,24,36,20,75
25438,-72,4,34,19,31,20
25439,52,-45,-31,-45,10,-40
25440,55,-12,78,8,78,2
25441,-10,65,-19,90,-19,73
25442,-15,-85,-95,20,5,25
25443,-55,-64,-65,-40,-50,0
25444,21,-14,36,31,11,40
25445,-31,-32,13,15,-30,-5
25446,13,14,-5,18,20,40
25447,25,110,85,25,50,15
25448,-23,-10,-40,-17,-33,-53
25449,84,-20,-20,60,55,-20
25450,25,-8,-44,33,-4,38
25451,50,127,98,92,27,46
25452,40,28,67,-35,-15,-5
25453,-65,-7,-30,-25,-50,-43
25454,-58,-75,-45,-44,-55,-59
25455,50,100,15,-35,10,60
25456,16,-37,-21,-3,-7,-43
25457,30,70,-36,-40,60,21
25458,10,-10,125,35,115,20
25459,30,50,50,50,70,35
25460,115,22,-19,45,-10,29
25461,-33,-20,0,-10,5,-11
25462,16,5,-5,52,-8,16
25463,-10,-5,15,70,15,5
25464,20,50,16,10,26,73
25465,50,80,45,50,10,40
25466,11,-6,67,-11,87,17
25467,-9,-20,5,0,-5,-1
25468,10,20,14,-40,-51,-3
25469,15,-10,15,25,-5,-65
25470,10,-11,46,15,75,-25
25471,16,101,-16,-34,19,79
25472,42,9,29,4,44,-82
25473,30,65,28,20,28,25
25474,-22,-10,65,20,20,10
25475,65,40,56,60,46,45
25476,-9,-1,37,61,52,45
25477,47,18,42,46,32,41
25478,15,25,41,15,1,-5
25479,26,66,4,41,-6,9
25480,15,60,5,25,0,-5
25481,-53,-80,-12,-77,-31,-28
25482,-10,40,10,-15,-80,-35
25483,-35,-11,-10,25,-10,-39
25484,-40,-45,-30,-72,-55,-88
25485,40,10,-20,20,0,40
25486,-10,-10,-40,-15,-20,-20
25487,-40,-74,-60,-55,-50,14
25488,10,-10,-100,15,-75,-5
25489,-5,15,5,0,-50,20
25490,-19,-6,52,-71,-31,10
25491,11,22,15,5,-25,-48
25492,25,2,-29,11,-25,-4
25493,35,40,0,5,15,-15
25494,2,-34,13,100,45,32
25495,-35,-10,-20,45,0,-10
25496,20,30,-75,10,-75,30
25497,31,15,25,10,10,30
25498,31,12,-3,-11,14,-61
25499,-25,12,-10,12,-55,-12
25500,-23,-9,-18,-34,-25,3
25501,-37,-120,-105,-100,-40,-19
25502,-25,0,-40,41,-23,27
25503,10,5,-10,90,70,80
25504,130,55,15,-30,-25,-45
25505,17,15,-14,10,21,-55
25506,8,82,25,-65,-45,17
25507,-15,-20,15,-25,20,-65
25508,46,20,48,30,48,74
25509,5,60,10,35,-5,25
25510,-25,-34,-29,-55,-10,35
25511,-12,-40,78,-28,79,-82
25512,-54,-11,-65,-50,-30,20
25513,0,5,-15,-90,-25,40
25514,-10,42,37,-1,-11,6
25515,-7,-12,-69,-8,-68,23
25516,-15,-25,0,-20,-45,-15
25517,-12,-49,-87,-53,-79,37
25518,-20,-10,35,-80,-40,-25
25519,17,-54,35,29,35,27
25520,22,15,35,-15,35,15
25521,-61,-92,-48,-42,-38,-14
25522,10,49,12,22,27,28
25523,45,-18,-14,31,41,39
25524,20,27,12,30,30,41
25525,0,-20,10,20,10,5
25526,-5,13,-37,-27,-57,24
25527,85,80,55,-10,40,20
25528,0,-105,-85,50,5,-10
25529,15,45,120,5,15,-15
25530,55,-40,-25,-85,20,-65
25531,-20,40,-20,-15,-20,15
25532,-15,-17,16,6,54,22
25533,-12,24,-31,71,11,41
25534,-15,-36,-17,26,-7,35
25535,96,97,48,12,9,3
25536,27,-28,-10,2,30,5
25537,80,-5,35,45,50,10
25538,-50,-85,-15,20,5,-60
25539,-10,-25,-30,5,35,0
25540,41,51,5,26,3,39
25541,26,31,24,10,15,59
25542,24,-11,5,0,15,-40
25543,35,15,50,65,45,0
25544,-30,-85,-125,-70,-25,10
25545,5,155,-30,155,-5,115
25546,-6,-20,3,-32,23,-56
25547,-30,-3,-10,-12,10,45
25548,-45,-45,-16,-26,-32,-7
25549,-17,-32,23,-53,9,-80
25550,1,-62,-15,-17,-15,-2
25551,20,10,50,80,50,15
25552,4,-2,46,-12,-54,-1
25553,30,-40,-10,5,0,-15
25554,-15,-45,75,-5,95,-35
25555,-32,-60,-35,-40,-25,-15
25556,-10,-20,-15,-10,-15,25
25557,-29,-38,-13,-30,-8,8
25558,39,9,86,19,81,-55
25559,-21,45,0,60,15,66
25560,-14,-40,-22,-50,-22,29
25561,16,21,21,21,-29,25
25562,2,44,4,-34,26,-41
25563,-19,-62,5,-43,-3,-23
25564,-22,0,28,-74,-34,-79
25565,-14,35,-10,-10,-20,4
25566,0,-15,-5,-25,-15,-40
25567,25,25,90,25,50,25
25568,37,-25,-41,-5,-36,-80
25569,-25,-35,-57,20,-5,-65
25570,0,61,27,22,17,6
25571,-4,-18,-35,-25,-25,0
25572,15,10,10,135,25,95
25573,0,30,30,20,45,70
25574,17,30,14,-19,-2,-12
25575,25,60,-10,20,25,35
25576,48,40,-15,-5,49,80
25577,16,-23,-33,12,60,53
25578,-20,0,-26,35,49,55
25579,-40,-35,-30,-15,-25,-60
25580,35,10,60,20,75,20
25581,-45,-35,-30,-40,-35,35
25582,5,6,-1,-56,-24,20
25583,7,-2,5,81,29,10
25584,-10,10,-20,13,-28,-20
25585,35,20,55,50,60,20
25586,-40,-4,20,-10,-25,4
25587,75,40,-65,50,50,-20
25588,-40,-40,35,-65,-35,-65
25589,20,-15,-20,-5,-5,5
25590,50,45,140,25,30,10
25591,22,10,57,8,40,49
25592,25,25,80,110,60,40
25593,-30,-93,20,-58,10,-29
25594,10,-80,65,-20,40,0
25595,60,46,15,-9,15,45
25596,-20,-25,-30,-20,-35,5
25597,-59,54,-31,-46,11,55
25598,16,52,32,-14,32,32
25599,5,-15,5,20,15,20
25600,-15,-40,-80,-10,-15,-55
25601,15,5,90,-5,0,-25
25602,40,61,11,16,17,11
25603,-3,31,57,-35,-20,-45
25604,0,-48,-35,-15,-15,4
25605,30,15,75,-55,35,-30
25606,0,-30,0,35,0,-40
25607,8,-56,8,-1,20,-5
25608,-10,25,-20,35,-120,85
25609,-35,20,50,135,75,135
25610,68,80,50,10,40,32
25611,-75,-115,151,-50,130,-76
25612,-35,-20,-25,-75,-55,55
25613,-20,-35,-55,55,45,70
25614,6,2,-33,40,20,20
25615,-42,-54,-49,-7,4,-31
25616,-25,25,25,25,-40,65
25617,17,20,15,-20,10,5
25618,69,32,0,45,20,-12
25619,-10,47,25,15,5,-12
25620,42,-47,-10,78,55,47
25621,-30,-15,-25,70,5,70
25622,27,-45,-55,-40,0,-97
25623,25,55,-40,0,25,70
25624,5,62,85,17,-25,53
25625,26,-1,-54,49,-24,58
25626,-21,-25,21,-71,16,-85
25627,-30,-60,-10,-20,-10,-5
25628,60,58,70,58,60,80
25629,-10,38,-3,8,-3,7
25630,-2,-39,-19,14,41,9
25631,10,-38,35,38,15,-45
25632,-15,-17,-23,10,-5,50
25633,1,42,25,10,10,37
25634,95,25,0,0,45,-25
25635,15,38,13,58,13,26
25636,-5,-44,0,15,70,19
25637,-50,-40,-40,-35,-40,10
25638,-35,-75,-15,-70,-15,-65
25639,10,35,35,20,50,20
25640,-2,-29,-20,48,0,39
25641,-5,-5,-4,0,-40,-36
25642,31,22,-45,87,56,-5
25643,-27,-44,-76,-17,-56,27
25644,20,-45,5,-30,-10,55
25645,19,23,40,0,40,-58
25646,-5,-36,-4,6,-51,-65
25647,4,-22,-15,55,25,38
25648,-25,-50,-35,-55,-40,-75
25649,5,10,-18,10,-18,-12
25650,-47,-18,-18,-22,-42,17
25651,25,64,50,54,20,-8
25652,-17,-15,-57,107,60,46
25653,-8,34,53,9,-5,-33
25654,-30,40,-25,-5,-70,-45
25655,-30,-30,-40,-65,-35,-35
25656,12,32,20,84,54,9
25657,-21,-55,30,-94,-20,-105
25658,25,-13,28,65,25,-35
25659,-9,-53,-25,-40,0,-23
25660,18,22,33,24,28,-41
25661,80,130,75,45,35,5
25662,20,9,-5,29,-15,-24
25663,15,-15,45,30,45,-25
25664,5,10,33,-18,30,-35
25665,38,60,27,50,30,50
25666,-2,20,33,-9,-9,6
25667,-5,-20,-30,-10,0,10
25668,10,-5,-10,15,35,35
25669,-3,-25,0,0,-5,8
25670,-30,-30,-15,-30,0,-15
25671,41,65,78,18,23,-35
25672,10,-10,32,9,31,-5
25673,8,65,46,75,30,30
25674,0,40,72,13,10,19
25675,1,-8,30,-29,13,-48
25676,35,85,0,60,-15,45
25677,-35,-25,-15,-65,-30,-20
25678,0,-13,-53,83,63,35
25679,0,-10,-40,-30,-35,38
25680,41,-60,-10,-20,15,-31
25681,41,14,35,-4,15,54
25682,-22,85,-47,77,-51,28
25683,0,-7,55,0,0,-50
25684,-58,-40,-76,-20,-6,0
25685,-10,-30,20,-20,35,10
